Molecule,Molecule List Name,Replicate Name,Precursor Mz,Precursor Adduct,Precursor Charge,Fragment Ion,Product Mz,Product Adduct,Product Charge,Retention Time,Area,Background,Peak Rank
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A2,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.9,1051043,11762,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A3,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,935318,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A4,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.9,996339,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A5,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,940798,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A6,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,975695,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A7,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,933209,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_plate2_QC3_A8,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,1101191,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_Sample81,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.9,2076496,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_Sample82,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,1330127,17090,1
Molecule [672.532724/672.532724],SM C14:1,20200426_Sample83,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.89,1428825,0,1
Molecule [672.532724/672.532724],SM C14:1,20200426_Sample84,673.54,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,3.9,1240143,3773,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A1,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,17476966,233069,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A2,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,17841820,156617,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A3,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,17096458,253380,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A4,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,17252588,237621,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A5,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,17105786,46269,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A6,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,15926562,183221,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A7,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,16094221,241105,1
Molecule [674.542724/674.542724],SM C14:0,20200426_plate2_QC3_A8,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,18982040,295518,1
Molecule [674.542724/674.542724],SM C14:0,20200426_Sample81,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,40413408,415280,1
Molecule [674.542724/674.542724],SM C14:0,20200426_Sample82,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,19634720,201763,1
Molecule [674.542724/674.542724],SM C14:0,20200426_Sample83,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,21440354,192068,1
Molecule [674.542724/674.542724],SM C14:0,20200426_Sample84,675.55,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,20568552,289041,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A1,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.7,505160,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A2,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,474517,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A3,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,396855,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A4,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.68,509922,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A5,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,431942,3168,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A6,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.68,420446,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A7,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,461231,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_plate2_QC3_A8,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.7,534191,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_Sample81,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,1144018,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_Sample82,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.68,668105,0,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_Sample83,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.69,562429,5290,1
Molecule [676.522724/676.522724],Dihydro SM C14:0,20200426_Sample84,677.53,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.68,656447,0,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A1,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,40424680,271566,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A2,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,40251368,269615,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A3,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,38512976,291539,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A4,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,39203464,124275,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A5,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,38583340,333688,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A6,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.55,35710840,307535,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A7,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,37009384,338306,1
Molecule [700.582724/700.582724],SM C16:1,20200426_plate2_QC3_A8,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,43307452,303828,1
Molecule [700.582724/700.582724],SM C16:1,20200426_Sample81,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.55,63007292,419294,1
Molecule [700.582724/700.582724],SM C16:1,20200426_Sample82,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,41235076,447022,1
Molecule [700.582724/700.582724],SM C16:1,20200426_Sample83,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,45520008,477159,1
Molecule [700.582724/700.582724],SM C16:1,20200426_Sample84,701.59,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.56,41605500,363327,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A1,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4467002,31498,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A2,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4624134,46795,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A3,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.23,4078927,54146,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A4,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4272110,12845,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A5,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4174540,27103,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A6,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,3599284,28541,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A7,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,3805804,47645,1
Molecule [663.572724/663.572724],CE 18:3,20200426_plate2_QC3_A8,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4721939,66069,1
Molecule [663.572724/663.572724],CE 18:3,20200426_Sample81,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4402650,51745,1
Molecule [663.572724/663.572724],CE 18:3,20200426_Sample82,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,4849827,63186,1
Molecule [663.572724/663.572724],CE 18:3,20200426_Sample83,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,6177440,47450,1
Molecule [663.572724/663.572724],CE 18:3,20200426_Sample84,664.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.22,3876367,46741,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A1,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,219950448,855288,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A2,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,227942352,888534,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A3,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.43,203671584,1726625,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A4,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.43,212673616,791366,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A5,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,210799344,850456,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A6,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.43,188308224,783062,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A7,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.43,193105280,2212241,1
Molecule [665.582724/665.582724],CE 18:2,20200426_plate2_QC3_A8,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,228930768,1329178,1
Molecule [665.582724/665.582724],CE 18:2,20200426_Sample81,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,340075680,1699803,1
Molecule [665.582724/665.582724],CE 18:2,20200426_Sample82,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,209891664,728962,1
Molecule [665.582724/665.582724],CE 18:2,20200426_Sample83,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.43,266757680,1095288,1
Molecule [665.582724/665.582724],CE 18:2,20200426_Sample84,666.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.42,248201536,1186115,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A1,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,12055868,91229,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A2,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,11877689,81446,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A3,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.65,10978330,43843,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A4,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,11524463,94128,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A5,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,11563784,107152,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A6,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,10136369,67079,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A7,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,11056684,58143,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_plate2_QC3_A8,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,11489118,121306,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_Sample81,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,13554747,120499,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_Sample82,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,10532723,72910,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_Sample83,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,12192238,90672,1
Molecule [674.602724/674.602724],CE 18:1 (d7),20200426_Sample84,675.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.64,12920197,105591,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A1,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,8303758,113474,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A2,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,8132590,129413,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A3,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,7483681,106675,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A4,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,7536855,105695,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A5,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,7511025,122938,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A6,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,6744005,143772,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A7,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,7127939,121582,1
Molecule [687.572724/687.572724],CE 20:5,20200426_plate2_QC3_A8,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,9539396,182498,1
Molecule [687.572724/687.572724],CE 20:5,20200426_Sample81,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,22771966,215968,1
Molecule [687.572724/687.572724],CE 20:5,20200426_Sample82,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,18842190,178854,1
Molecule [687.572724/687.572724],CE 20:5,20200426_Sample83,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,12795629,158926,1
Molecule [687.572724/687.572724],CE 20:5,20200426_Sample84,688.58,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.09,14356046,194566,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A1,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,42240360,636862,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A2,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.3,42330176,489056,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A3,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,37989388,469101,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A4,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,38631692,599387,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A5,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,38440072,484470,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A6,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,33998384,372913,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A7,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,36373176,641082,1
Molecule [689.582724/689.582724],CE 20:4,20200426_plate2_QC3_A8,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.3,48763096,597326,1
Molecule [689.582724/689.582724],CE 20:4,20200426_Sample81,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,63060328,847837,1
Molecule [689.582724/689.582724],CE 20:4,20200426_Sample82,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,40136020,516580,1
Molecule [689.582724/689.582724],CE 20:4,20200426_Sample83,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.3,37832812,528283,1
Molecule [689.582724/689.582724],CE 20:4,20200426_Sample84,690.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.31,46938756,580673,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A1,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3910144,84247,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A2,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,4021267,82523,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A3,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3634626,64096,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A4,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3662289,71237,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A5,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3685429,70477,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A6,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3279277,72332,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A7,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3449325,53851,1
Molecule [691.602724/691.602724],CE 20:3,20200426_plate2_QC3_A8,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,4109802,82764,1
Molecule [691.602724/691.602724],CE 20:3,20200426_Sample81,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,5418348,97188,1
Molecule [691.602724/691.602724],CE 20:3,20200426_Sample82,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3739475,51279,1
Molecule [691.602724/691.602724],CE 20:3,20200426_Sample83,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,7567419,108844,1
Molecule [691.602724/691.602724],CE 20:3,20200426_Sample84,692.61,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.46,3902487,83447,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A1,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,12580198,108439,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A2,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,12603721,94086,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A3,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,11482789,84667,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A4,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,11609415,101701,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A5,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,11563959,119177,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A6,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,10077998,155373,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A7,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,10950934,118229,1
Molecule [713.582724/713.582724],CE 22:6,20200426_plate2_QC3_A8,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,14404481,171595,1
Molecule [713.582724/713.582724],CE 22:6,20200426_Sample81,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,19807344,166888,1
Molecule [713.582724/713.582724],CE 22:6,20200426_Sample82,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,17843056,131277,1
Molecule [713.582724/713.582724],CE 22:6,20200426_Sample83,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,13953262,114496,1
Molecule [713.582724/713.582724],CE 22:6,20200426_Sample84,714.59,[M+H],1,Ion [369.350549/369.350549],369.35,[M+],1,8.18,12873230,137985,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A1,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5810429,34524,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A2,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5682846,52295,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A3,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5276086,60766,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A4,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5445630,15869,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A5,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5456961,56372,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A6,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5107682,28752,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A7,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,5325436,25808,1
Molecule [675.452724/675.452724],PC 28:1,20200426_plate2_QC3_A8,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.45,6039164,80438,1
Molecule [675.452724/675.452724],PC 28:1,20200426_Sample81,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,13110691,39442,1
Molecule [675.452724/675.452724],PC 28:1,20200426_Sample82,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,6405945,73124,1
Molecule [675.452724/675.452724],PC 28:1,20200426_Sample83,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,6911664,60066,1
Molecule [675.452724/675.452724],PC 28:1,20200426_Sample84,676.46,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.46,6698769,61065,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A1,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,11770432,97649,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A2,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.75,11577605,151864,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A3,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,10694630,174768,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A4,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,10189113,657257,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A5,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,10665281,108911,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A6,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,10180007,97447,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A7,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,9476679,907525,1
Molecule [729.546524/729.546524],PC 32:2,20200426_plate2_QC3_A8,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,11470436,936917,1
Molecule [729.546524/729.546524],PC 32:2,20200426_Sample81,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,15422850,285377,1
Molecule [729.546524/729.546524],PC 32:2,20200426_Sample82,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.75,16876318,276709,1
Molecule [729.546524/729.546524],PC 32:2,20200426_Sample83,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,20802728,356958,1
Molecule [729.546524/729.546524],PC 32:2,20200426_Sample84,730.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,4.74,12529883,445588,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A1,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,46422552,869971,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A2,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,48608780,1060141,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A3,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.19,44810928,937416,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A4,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,44725468,772063,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A5,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,44388432,720077,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A6,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,41163724,673075,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A7,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,43558292,828675,1
Molecule [731.546524/731.546524],PC 32:1,20200426_plate2_QC3_A8,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.19,51718560,792251,1
Molecule [731.546524/731.546524],PC 32:1,20200426_Sample81,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,65630544,865143,1
Molecule [731.546524/731.546524],PC 32:1,20200426_Sample82,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.19,75095984,1039574,1
Molecule [731.546524/731.546524],PC 32:1,20200426_Sample83,732.5538,[M+H],1,Ion [184.070549/184.070549],184.07,[M+],1,5.18,47470180,845731,1
